DATE TIME FRAC_DAYS_SINCE_JAN1 FRAC_HRS_SINCE_JAN1 JULIAN_DAYS ALARM_STATUS INST_STATUS CavityPressure CavityTemp species MPVPosition OutletValve solenoid_valves H2O2 H2O CH4 Spectrum_Score 
2017-02-22 19:29:55.667 52.47911653 1259.498797 53.47911653 0 963 1.0003621509E+02 4.5000511169E+01 6.6000000000E+01 0.0000000000E+00 5.1267910778E+04 0.0000000000E+00 4.1410375709E+00 3.0370261273E-03 2.0468453175E+00 3.1891015861E+00 
2017-02-22 19:29:58.720 52.47915186 1259.499645 53.47915186 0 963 1.0003594809E+02 4.5000444763E+01 6.5000000000E+01 0.0000000000E+00 5.1280118980E+04 0.0000000000E+00 4.0881353493E+00 3.0370261273E-03 2.0468453175E+00 2.6034263372E+00 
2017-02-22 19:30:01.773 52.47918719 1259.500493 53.47918719 0 963 1.0003532945E+02 4.5000267029E+01 6.6000000000E+01 0.0000000000E+00 5.1293585013E+04 0.0000000000E+00 4.0881353493E+00 2.8995689941E-03 2.0123611042E+00 2.6034263372E+00 
2017-02-22 19:30:04.822 52.47922248 1259.501339 53.47922248 0 963 1.0003691399E+02 4.5000330505E+01 6.5000000000E+01 0.0000000000E+00 5.1307438320E+04 0.0000000000E+00 4.1578570716E+00 2.8995689941E-03 2.0123611042E+00 2.8195261760E+00 
2017-02-22 19:30:07.874 52.47925780 1259.502187 53.47925780 0 963 1.0003611952E+02 4.5000389099E+01 6.6000000000E+01 0.0000000000E+00 5.1321258211E+04 0.0000000000E+00 4.1578570716E+00 2.8205076937E-03 1.9255040946E+00 2.8195261760E+00 
2017-02-22 19:30:10.921 52.47929308 1259.503034 53.47929308 0 963 1.0003613693E+02 4.5000285645E+01 6.5000000000E+01 0.0000000000E+00 5.1335198004E+04 0.0000000000E+00 2.8526346685E+00 2.8205076937E-03 1.9255040946E+00 3.2692711384E+00 
2017-02-22 19:30:13.974 52.47932841 1259.503882 53.47932841 0 963 1.0003464197E+02 4.5000236511E+01 6.6000000000E+01 0.0000000000E+00 5.1348809917E+04 0.0000000000E+00 2.8526346685E+00 2.6746094484E-03 2.0809541302E+00 3.2692711384E+00 
2017-02-22 19:30:17.023 52.47936369 1259.504729 53.47936369 0 963 1.0003664366E+02 4.5000484528E+01 6.5000000000E+01 0.0000000000E+00 5.1363218184E+04 0.0000000000E+00 2.7477025593E+00 2.6746094484E-03 2.0809541302E+00 2.7383162690E+00 
2017-02-22 19:30:20.079 52.47939907 1259.505578 53.47939907 0 963 1.0003655140E+02 4.5000442038E+01 6.6000000000E+01 0.0000000000E+00 5.1376550590E+04 0.0000000000E+00 2.7477025593E+00 2.5867981163E-03 1.9795548933E+00 2.7383162690E+00 
2017-02-22 19:30:23.128 52.47943436 1259.506425 53.47943436 0 963 1.0003483483E+02 4.5000444031E+01 6.5000000000E+01 0.0000000000E+00 5.1390546180E+04 0.0000000000E+00 3.8279583100E+00 2.5867981163E-03 1.9795548933E+00 2.8818300302E+00 
2017-02-22 19:30:26.180 52.47946969 1259.507272 53.47946969 0 963 1.0003386592E+02 4.5000663757E+01 6.6000000000E+01 0.0000000000E+00 5.1403529719E+04 0.0000000000E+00 3.8279583100E+00 2.4947657728E-03 1.9688602177E+00 2.8818300302E+00 
2017-02-22 19:30:29.229 52.47950497 1259.508119 53.47950497 0 963 1.0003385634E+02 4.5000719604E+01 6.5000000000E+01 0.0000000000E+00 5.1416541055E+04 0.0000000000E+00 3.6006379499E+00 2.4947657728E-03 1.9688602177E+00 3.3879566787E+00 
2017-02-22 19:30:32.280 52.47954029 1259.508967 53.47954029 0 963 1.0003681877E+02 4.5000816345E+01 6.6000000000E+01 0.0000000000E+00 5.1430205548E+04 0.0000000000E+00 3.6006379499E+00 2.3726276399E-03 1.9424447924E+00 3.3879566787E+00 
2017-02-22 19:30:35.328 52.47957557 1259.509814 53.47957557 0 963 1.0003525191E+02 4.5000761230E+01 6.5000000000E+01 0.0000000000E+00 5.1444405984E+04 0.0000000000E+00 4.3759647209E+00 2.3726276399E-03 1.9424447924E+00 2.6262477044E+00 
2017-02-22 19:30:38.381 52.47961090 1259.510662 53.47961090 0 963 1.0003711922E+02 4.5000724792E+01 6.6000000000E+01 0.0000000000E+00 5.1457967746E+04 0.0000000000E+00 4.3759647209E+00 2.3308324799E-03 2.1162112736E+00 2.6262477044E+00 
2017-02-22 19:30:41.430 52.47964618 1259.511508 53.47964618 0 963 1.0003483202E+02 4.5000724792E+01 6.5000000000E+01 0.0000000000E+00 5.1471315773E+04 0.0000000000E+00 3.7514784251E+00 2.3308324799E-03 2.1162112736E+00 2.6628229390E+00 
2017-02-22 19:30:44.482 52.47968150 1259.512356 53.47968150 0 963 1.0003526864E+02 4.5000725540E+01 6.6000000000E+01 0.0000000000E+00 5.1484287165E+04 0.0000000000E+00 3.7514784251E+00 2.2428180103E-03 1.9708888276E+00 2.6628229390E+00 
2017-02-22 19:30:47.532 52.47971682 1259.513204 53.47971682 0 963 1.0003580939E+02 4.5000756500E+01 6.5000000000E+01 0.0000000000E+00 5.1498245848E+04 0.0000000000E+00 3.0066593367E+00 2.2428180103E-03 1.9708888276E+00 2.7860947412E+00 
2017-02-22 19:30:50.588 52.47975218 1259.514052 53.47975218 0 963 1.0003356800E+02 4.5000785828E+01 6.6000000000E+01 0.0000000000E+00 5.1510833562E+04 0.0000000000E+00 3.0066593367E+00 2.0916223010E-03 1.9190449237E+00 2.7860947412E+00 
2017-02-22 19:30:53.635 52.47978745 1259.514899 53.47978745 0 963 1.0003299160E+02 4.5000729980E+01 6.5000000000E+01 0.0000000000E+00 5.1523856047E+04 0.0000000000E+00 3.6283484862E+00 2.0916223010E-03 1.9190449237E+00 2.6398536400E+00 
2017-02-22 19:30:56.687 52.47982278 1259.515747 53.47982278 0 963 1.0003273923E+02 4.5000602722E+01 6.6000000000E+01 0.0000000000E+00 5.1536352535E+04 0.0000000000E+00 3.6283484862E+00 1.8678711585E-03 1.9079191243E+00 2.6398536400E+00 
2017-02-22 19:30:59.736 52.47985806 1259.516593 53.47985806 0 963 1.0003315440E+02 4.5000744019E+01 6.5000000000E+01 0.0000000000E+00 5.1549104895E+04 0.0000000000E+00 3.2844888085E+00 1.8678711585E-03 1.9079191243E+00 3.2092879078E+00 
2017-02-22 19:31:02.789 52.47989339 1259.517441 53.47989339 0 963 1.0003351531E+02 4.5000907898E+01 6.6000000000E+01 0.0000000000E+00 5.1561864764E+04 0.0000000000E+00 3.2844888085E+00 2.0221402579E-03 2.0964881301E+00 3.2092879078E+00 
2017-02-22 19:31:05.836 52.47992867 1259.518288 53.47992867 0 963 1.0003279729E+02 4.5000865051E+01 6.5000000000E+01 0.0000000000E+00 5.1574417605E+04 0.0000000000E+00 3.7957200252E+00 2.0221402579E-03 2.0964881301E+00 2.8975960612E+00 
2017-02-22 19:31:08.890 52.47996400 1259.519136 53.47996400 0 963 1.0003373790E+02 4.5000846863E+01 6.6000000000E+01 0.0000000000E+00 5.1587465003E+04 0.0000000000E+00 3.7957200252E+00 1.9416754663E-03 2.0522442854E+00 2.8975960612E+00 
2017-02-22 19:31:11.937 52.47999928 1259.519983 53.47999928 0 963 1.0003145839E+02 4.5000411987E+01 6.5000000000E+01 0.0000000000E+00 5.1600044113E+04 0.0000000000E+00 3.1178856026E+00 1.9416754663E-03 2.0522442854E+00 2.6770304845E+00 
2017-02-22 19:31:14.990 52.48003461 1259.520831 53.48003461 0 963 1.0003251900E+02 4.5000579180E+01 6.6000000000E+01 0.0000000000E+00 5.1611385252E+04 0.0000000000E+00 3.1178856026E+00 1.7888824039E-03 1.8790710002E+00 2.6770304845E+00 
2017-02-22 19:31:18.038 52.48006988 1259.521677 53.48006988 0 963 1.0003040616E+02 4.5000755676E+01 6.5000000000E+01 0.0000000000E+00 5.1623769395E+04 0.0000000000E+00 3.5748994523E+00 1.7888824039E-03 1.8790710002E+00 2.7149998226E+00 
2017-02-22 19:31:21.091 52.48010522 1259.522525 53.48010522 0 963 1.0002847904E+02 4.5000389099E+01 6.6000000000E+01 0.0000000000E+00 5.1635276913E+04 0.0000000000E+00 3.5748994523E+00 1.8697764203E-03 1.9412646467E+00 2.7149998226E+00 
2017-02-22 19:31:24.138 52.48014050 1259.523372 53.48014050 0 963 1.0003072478E+02 4.5000412842E+01 6.5000000000E+01 0.0000000000E+00 5.1647242391E+04 0.0000000000E+00 3.3861700355E+00 1.8697764203E-03 1.9412646467E+00 2.5942978974E+00 
2017-02-22 19:31:27.191 52.48017583 1259.524220 53.48017583 0 963 1.0003254012E+02 4.5000450134E+01 6.6000000000E+01 0.0000000000E+00 5.1659980660E+04 0.0000000000E+00 3.3861700355E+00 1.7963386635E-03 1.9501252292E+00 2.5942978974E+00 
2017-02-22 19:31:30.240 52.48021112 1259.525067 53.48021112 0 963 1.0003134406E+02 4.5000752808E+01 6.5000000000E+01 0.0000000000E+00 5.1671023230E+04 0.0000000000E+00 3.3666298217E+00 1.7963386635E-03 1.9501252292E+00 2.8582674308E+00 
2017-02-22 19:31:33.296 52.48024649 1259.525916 53.48024649 0 963 1.0003147312E+02 4.5000999451E+01 6.6000000000E+01 0.0000000000E+00 5.1682632047E+04 0.0000000000E+00 3.3666298217E+00 1.7067100643E-03 1.9313304578E+00 2.8582674308E+00 
2017-02-22 19:31:36.345 52.48028177 1259.526763 53.48028177 0 963 1.0003132053E+02 4.5000638031E+01 6.5000000000E+01 0.0000000000E+00 5.1694999102E+04 0.0000000000E+00 3.2459254036E+00 1.7067100643E-03 1.9313304578E+00 2.7831924295E+00 
2017-02-22 19:31:39.398 52.48031711 1259.527611 53.48031711 0 963 1.0003227066E+02 4.5000647564E+01 6.6000000000E+01 0.0000000000E+00 5.1707656776E+04 0.0000000000E+00 3.2459254036E+00 1.6529780222E-03 2.0526117995E+00 2.7831924295E+00 
2017-02-22 19:31:42.446 52.48035238 1259.528457 53.48035238 0 963 1.0002926992E+02 4.5000755310E+01 6.5000000000E+01 0.0000000000E+00 5.1717911238E+04 0.0000000000E+00 4.1444269920E+00 1.6529780222E-03 2.0526117995E+00 2.6234247868E+00 
2017-02-22 19:31:45.497 52.48038771 1259.529305 53.48038771 0 963 1.0003097674E+02 4.5000808622E+01 6.6000000000E+01 0.0000000000E+00 5.1729812404E+04 0.0000000000E+00 4.1444269920E+00 1.5748619376E-03 1.8848790143E+00 2.6234247868E+00 
2017-02-22 19:31:48.546 52.48042300 1259.530152 53.48042300 0 963 1.0003089938E+02 4.5000763794E+01 6.5000000000E+01 0.0000000000E+00 5.1741217633E+04 0.0000000000E+00 4.5363566244E+00 1.5748619376E-03 1.8848790143E+00 2.5495879246E+00 
