DATE TIME FRAC_DAYS_SINCE_JAN1 FRAC_HRS_SINCE_JAN1 JULIAN_DAYS ALARM_STATUS INST_STATUS CavityPressure CavityTemp species MPVPosition OutletValve solenoid_valves H2O2 H2O CH4 Spectrum_Score 
2017-02-22 18:48:31.151 52.45036056 1258.808653 53.45036056 0 963 1.0001306839E+02 4.5001521606E+01 6.5000000000E+01 0.0000000000E+00 4.8677910168E+04 0.0000000000E+00 1.8192251064E+00 1.7991296108E-02 9.9892592500E+01 4.4383539022E+00 
2017-02-22 18:48:34.204 52.45039589 1258.809501 53.45039589 0 963 1.0001394037E+02 4.5001579285E+01 6.6000000000E+01 0.0000000000E+00 4.8682999888E+04 0.0000000000E+00 1.8192251064E+00 1.8013516345E-02 9.9827891531E+01 4.4383539022E+00 
2017-02-22 18:48:37.253 52.45043117 1258.810348 53.45043117 0 963 1.0001362252E+02 4.5001638550E+01 6.5000000000E+01 0.0000000000E+00 4.8688162621E+04 0.0000000000E+00 4.3592715648E-01 1.8013516345E-02 9.9827891531E+01 4.3161032405E+00 
2017-02-22 18:48:40.305 52.45046649 1258.811196 53.45046649 0 963 1.0001481143E+02 4.5001640320E+01 6.6000000000E+01 0.0000000000E+00 4.8693585092E+04 0.0000000000E+00 4.3592715648E-01 1.7779730429E-02 9.9792617202E+01 4.3161032405E+00 
2017-02-22 18:48:43.354 52.45050178 1258.812043 53.45050178 0 963 1.0001398959E+02 4.5001602173E+01 6.5000000000E+01 0.0000000000E+00 4.8698906000E+04 0.0000000000E+00 6.0345393470E-01 1.7779730429E-02 9.9792617202E+01 4.3738555493E+00 
2017-02-22 18:48:46.405 52.45053711 1258.812891 53.45053711 0 963 1.0001538457E+02 4.5001487732E+01 6.6000000000E+01 0.0000000000E+00 4.8704267650E+04 0.0000000000E+00 6.0345393470E-01 1.7684805567E-02 9.9746303857E+01 4.3738555493E+00 
2017-02-22 18:48:49.453 52.45057238 1258.813737 53.45057238 0 963 1.0001448356E+02 4.5001230774E+01 6.5000000000E+01 0.0000000000E+00 4.8709683414E+04 0.0000000000E+00 6.2474600881E-01 1.7684805567E-02 9.9746303857E+01 4.2547244524E+00 
2017-02-22 18:48:55.559 52.45064304 1258.815433 53.45064304 0 963 1.0001373786E+02 4.5000957947E+01 6.5000000000E+01 0.0000000000E+00 4.8720681707E+04 0.0000000000E+00 2.8950299457E+00 1.7684805567E-02 9.9746303857E+01 4.3771380946E+00 
2017-02-22 18:48:58.611 52.45067838 1258.816281 53.45067838 0 963 1.0001341989E+02 4.5000999451E+01 6.6000000000E+01 0.0000000000E+00 4.8725669388E+04 0.0000000000E+00 2.8950299457E+00 1.7414920172E-02 9.9690303010E+01 4.3771380946E+00 
2017-02-22 18:49:01.660 52.45071366 1258.817128 53.45071366 0 963 1.0001338697E+02 4.5000801422E+01 6.5000000000E+01 0.0000000000E+00 4.8731011363E+04 0.0000000000E+00 9.8816516170E-01 1.7414920172E-02 9.9690303010E+01 4.2704392782E+00 
2017-02-22 18:49:04.713 52.45074899 1258.817976 53.45074899 0 963 1.0001213382E+02 4.5000734757E+01 6.6000000000E+01 0.0000000000E+00 4.8735778300E+04 0.0000000000E+00 9.8816516170E-01 1.7453970558E-02 9.9752185882E+01 4.2704392782E+00 
2017-02-22 18:49:07.762 52.45078428 1258.818823 53.45078428 0 963 1.0001299461E+02 4.5000598663E+01 6.5000000000E+01 0.0000000000E+00 4.8741144230E+04 0.0000000000E+00 7.3792745855E-01 1.7453970558E-02 9.9752185882E+01 4.3642280386E+00 
2017-02-22 18:49:10.818 52.45081965 1258.819672 53.45081965 0 963 1.0001217156E+02 4.5000297546E+01 6.6000000000E+01 0.0000000000E+00 4.8745839110E+04 0.0000000000E+00 7.3792745855E-01 1.6726171632E-02 9.9769977028E+01 4.3642280386E+00 
2017-02-22 18:49:13.865 52.45085493 1258.820518 53.45085493 0 963 1.0001201222E+02 4.5000437622E+01 6.5000000000E+01 0.0000000000E+00 4.8750828316E+04 0.0000000000E+00 1.8409707664E-01 1.6726171632E-02 9.9769977028E+01 4.4384391520E+00 
